date,mode,count
2025-04-12,BT,889346
2025-04-13,BT,829487
2025-04-14,BT,876586
2025-04-15,BT,929248
2025-04-16,BT,953357
2025-04-17,BT,999371
2025-04-18,BT,961407
2025-04-19,BT,930835
2025-04-20,BT,917009
2025-04-21,BT,952531
2025-04-22,BT,955091
2025-04-23,BT,977457
2025-04-24,BT,1003124
2025-04-25,BT,1021430
2025-04-26,BT,926498
2025-04-27,BT,940981
2025-04-28,BT,948022
2025-04-29,BT,959501
2025-04-30,BT,985425
2025-05-01,BT,1001289
2025-05-02,BT,1022746
2025-05-03,BT,966765
2025-05-04,BT,857229
2025-05-05,BT,925086
2025-05-06,BT,943342
2025-05-07,BT,989240
2025-05-08,BT,1009991
2025-05-09,BT,1006355
2025-05-10,BT,1011526
2025-05-11,BT,991991
2025-05-12,BT,973174
2025-05-13,BT,955146
2025-05-14,BT,952819
2025-05-15,BT,1029707
2025-05-16,BT,1059003
2025-05-17,BT,1000935
2025-05-18,BT,982949
2025-05-19,BT,982764
2025-05-20,BT,991236
2025-05-21,BT,980696
2025-05-22,BT,998261
2025-05-23,BT,1031719
2025-05-24,BT,913459
2025-05-25,BT,900233
2025-05-26,BT,840714
2025-05-27,BT,970362
2025-05-28,BT,960376
2025-05-29,BT,990565
2025-05-30,BT,1015385
2025-05-31,BT,910906
2025-06-01,BT,910180
2025-06-02,BT,896736
2025-06-03,BT,926194
2025-06-04,BT,1017096
2025-06-05,BT,1030065
2025-06-06,BT,1041083
2025-06-07,BT,953498
2025-06-08,BT,968131
2025-06-09,BT,961646
2025-06-10,BT,954511
2025-06-11,BT,1003515
2025-06-12,BT,1034603
2025-06-13,BT,1038680
2025-06-14,BT,920854
2025-06-15,BT,926691
2025-06-16,BT,953519
2025-06-17,BT,963515
2025-06-18,BT,1022007
2025-06-19,BT,986519
2025-06-20,BT,1045862
2025-06-21,BT,1012175
2025-06-22,BT,958088
2025-06-23,BT,1004985
2025-06-24,BT,1002946
2025-06-25,BT,1022469
2025-06-26,BT,1043189
2025-06-27,BT,1035138
2025-06-28,BT,979613
2025-06-29,BT,977389
2025-06-30,BT,978738
2025-07-01,BT,962753
2025-07-02,BT,989748
2025-07-03,BT,1033884
2025-07-04,BT,823510
2025-07-05,BT,869114
2025-07-06,BT,928952
2025-07-07,BT,941314
2025-07-08,BT,954114
2025-07-09,BT,985054
2025-07-10,BT,991161
2025-07-11,BT,1015625
2025-07-12,BT,977883
2025-07-13,BT,947683
2025-07-14,BT,949245
2025-07-15,BT,964769
2025-07-16,BT,984544
2025-07-17,BT,1012349
2025-07-18,BT,1034137
2025-07-19,BT,991761
2025-07-20,BT,957647
2025-07-21,BT,970671
2025-07-22,BT,962297
2025-07-23,BT,981504
2025-07-24,BT,1016811
2025-07-25,BT,1015431
2025-07-26,BT,1015567
2025-07-27,BT,925287
2025-07-28,BT,975543
2025-07-29,BT,970476
2025-07-30,BT,978621
2025-07-31,BT,958049
2025-08-01,BT,1010258
2025-08-02,BT,992084
2025-08-03,BT,937381
2025-08-04,BT,963338
2025-08-05,BT,957256
2025-08-06,BT,975465
2025-08-07,BT,1004118
2025-08-08,BT,1019042
2025-08-09,BT,985098
2025-08-10,BT,964503
2025-08-11,BT,959647
2025-08-12,BT,966304
2025-08-13,BT,971639
2025-08-14,BT,1012190
2025-08-15,BT,1028472
2025-08-16,BT,990201
2025-08-17,BT,960971
2025-08-18,BT,949948
2025-08-19,BT,954649
2025-08-20,BT,941839
2025-08-21,BT,993364
2025-08-22,BT,1022733
2025-08-23,BT,1006389
2025-08-24,BT,962150
2025-08-25,BT,970575
2025-08-26,BT,964498
2025-08-27,BT,985440
2025-08-28,BT,1019765
2025-08-29,BT,1027183
2025-08-30,BT,963358
2025-08-31,BT,956024
2025-09-01,BT,853219
2025-09-02,BT,971199
2025-09-03,BT,960254
2025-09-04,BT,966487
2025-09-05,BT,1005336
2025-09-06,BT,917387
2025-09-07,BT,862573
2025-09-08,BT,945027
2025-09-09,BT,954339
2025-09-10,BT,963539
2025-09-11,BT,986086
2025-09-12,BT,1034050
2025-09-13,BT,996581
2025-09-14,BT,961790
2025-09-15,BT,953354
2025-09-16,BT,964074
2025-09-17,BT,961549
2025-09-18,BT,1006303
2025-09-19,BT,1042086
2025-09-20,BT,1000287
2025-09-21,BT,951666
2025-09-22,BT,942647
2025-09-23,BT,900181
2025-09-24,BT,921997
2025-09-25,BT,966221
2025-09-26,BT,1043628
2025-09-27,BT,997436
2025-09-28,BT,932462
2025-09-29,BT,950405
2025-09-30,BT,961539
2025-10-01,BT,943997
2025-10-02,BT,913797
2025-10-03,BT,1008171
2025-10-04,BT,965808
2025-10-05,BT,936413
2025-10-06,BT,929249
2025-10-07,BT,900999
2025-10-08,BT,913834
2025-10-09,BT,1010954
2025-10-10,BT,1042761
2025-10-11,BT,962632
2025-10-12,BT,761450
2025-10-13,BT,778635
2025-10-14,BT,917366
2025-10-15,BT,960851
2025-10-16,BT,997185
2025-10-17,BT,1021890
2025-10-18,BT,980808
2025-10-19,BT,951447
2025-10-20,BT,927388
2025-10-21,BT,952108
2025-10-22,BT,960587
2025-10-23,BT,990734
2025-10-24,BT,1014462
2025-10-25,BT,985797
2025-10-26,BT,919543
2025-10-27,BT,933494
2025-10-28,BT,943247
2025-10-29,BT,960281
2025-10-30,BT,889125
2025-10-31,BT,983811
2025-11-01,BT,983673
2025-11-02,BT,817612
2025-11-03,BT,940016
2025-11-04,BT,904786
2025-11-05,BT,952224
2025-11-06,BT,982260
2025-11-07,BT,999735
2025-11-08,BT,951693
2025-11-09,BT,859442
2025-11-10,BT,918164
2025-11-11,BT,862673
2025-11-12,BT,947918
2025-11-13,BT,973866
2025-11-14,BT,999518
2025-11-15,BT,944176
2025-11-16,BT,875912
2025-11-17,BT,920434
2025-11-18,BT,939249
2025-11-19,BT,946470
2025-11-20,BT,989094
2025-11-21,BT,1007336
2025-11-22,BT,932418
2025-11-23,BT,859248
2025-11-24,BT,931195
2025-11-25,BT,984962
2025-11-26,BT,1002049
2025-11-27,BT,915340
2025-11-28,BT,840279
2025-11-29,BT,892563
2025-11-30,BT,873262
2025-12-01,BT,952445
2025-12-02,BT,865367
2025-12-03,BT,949475
2025-12-04,BT,975181
2025-12-05,BT,979717
2025-12-06,BT,907338
2025-12-07,BT,859180
2025-12-08,BT,919722
2025-12-09,BT,942527
2025-12-10,BT,950985
2025-12-11,BT,985569
2025-12-12,BT,1010112
2025-12-13,BT,949108
2025-12-14,BT,678234
2025-12-15,BT,897956
2025-12-16,BT,938269
2025-12-17,BT,970077
2025-12-18,BT,997713
2025-12-19,BT,962046
2025-12-20,BT,934838
2025-12-21,BT,879883
2025-12-22,BT,939496
2025-12-23,BT,930944
2025-12-24,BT,949981
2025-12-25,BT,755953
2025-12-26,BT,761332
2025-12-27,BT,562069
2025-12-28,BT,754479
2025-12-29,BT,851122
2025-12-30,BT,898686
2025-12-31,BT,851446
2026-01-01,BT,661315
2026-01-02,BT,812469
2026-01-03,BT,804417
2026-01-04,BT,749343
2026-01-05,BT,853613
2026-01-06,BT,871458
2026-01-07,BT,877731
2026-01-08,BT,902305
2026-01-09,BT,915619
2026-01-10,BT,806027
2026-01-11,BT,780896
2026-01-12,BT,874778
2026-01-13,BT,891825
2026-01-14,BT,896921
2026-01-15,BT,916418
2026-01-16,BT,952643
2026-01-17,BT,775085
2026-01-18,BT,625913
2026-01-19,BT,828004
2026-01-20,BT,875173
2026-01-21,BT,877676
2026-01-22,BT,914247
2026-01-23,BT,933065
2026-01-24,BT,818220
2026-01-25,BT,168610
2026-01-26,BT,314954
2026-01-27,BT,739147
2026-01-28,BT,817588
2026-01-29,BT,857981
2026-01-30,BT,878482
2026-01-31,BT,756025
2026-02-01,BT,680960
2026-02-02,BT,834932
2026-02-03,BT,859259
2026-02-04,BT,871814
2026-02-05,BT,898988
2026-02-06,BT,911531
2026-02-07,BT,758697
2026-02-08,BT,685621
2026-02-09,BT,863170
2026-02-10,BT,867843
2026-02-11,BT,894697
2026-02-12,BT,922239
2026-02-13,BT,960871
2026-02-14,BT,851409
2026-02-15,BT,800112
2026-02-16,BT,792379
2026-02-17,BT,885324
2026-02-18,BT,865910
2026-02-19,BT,908186
2026-02-20,BT,885347
2026-02-21,BT,894417
2026-02-22,BT,493463
2026-02-23,BT,113642
2026-02-24,BT,622501
2026-02-25,BT,799927
2026-02-26,BT,904170
2026-02-27,BT,935612
2026-02-28,BT,874002
2026-03-01,BT,783123
2026-03-02,BT,872174
2026-03-03,BT,854906
2026-03-04,BT,912572
2026-03-05,BT,912659
2026-03-06,BT,959491
2026-03-07,BT,888546
2026-03-08,BT,826545
2026-03-09,BT,906718
2026-03-10,BT,926447
2026-03-11,BT,929885
2026-03-12,BT,937084
2026-03-13,BT,984218
2026-03-14,BT,911435
2026-03-15,BT,851494
2026-03-16,BT,858980
2026-03-17,BT,910899
2026-03-18,BT,948429
2026-03-19,BT,975040
2026-03-20,BT,967383
2026-03-21,BT,916706
2026-03-22,BT,878557
2026-03-23,BT,875747
2026-03-24,BT,915023
2026-03-25,BT,930286
2026-03-26,BT,969427
2026-03-27,BT,974683
2026-03-28,BT,919497
2026-03-29,BT,858515
2026-03-30,BT,900924
2026-03-31,BT,915291
2026-04-01,BT,943619
2026-04-02,BT,908227
2026-04-03,BT,892868
2026-04-04,BT,894521
2026-04-05,BT,847545
2026-04-06,BT,912482
2026-04-07,BT,880048
2026-04-08,BT,869214
2026-04-09,BT,906459
2026-04-10,BT,966012
2026-04-11,BT,945844
2026-04-12,BT,894197
2026-04-13,BT,918865
2026-04-14,BT,942597
2026-04-15,BT,963179
2026-04-16,BT,989415
2022-01-01,Bus,350845
2022-01-02,Bus,475096
2022-01-03,Bus,1000002
2022-01-04,Bus,1082360
2022-01-05,Bus,1078511
2022-01-06,Bus,1146904
2022-01-07,Bus,880997
2022-01-08,Bus,631341
2022-01-09,Bus,475438
2022-01-10,Bus,1147341
2022-01-11,Bus,1040581
2022-01-12,Bus,1179931
2022-01-13,Bus,1218552
2022-01-14,Bus,1186647
2022-01-15,Bus,573037
2022-01-16,Bus,456257
2022-01-17,Bus,694066
2022-01-18,Bus,1222195
2022-01-19,Bus,1286788
2022-01-20,Bus,1181953
2022-01-21,Bus,1151816
2022-01-22,Bus,655490
2022-01-23,Bus,529115
2022-01-24,Bus,1244112
2022-01-25,Bus,1308979
2022-01-26,Bus,1266798
2022-01-27,Bus,1275573
2022-01-28,Bus,1208092
2022-01-29,Bus,271959
2022-01-30,Bus,460299
2022-01-31,Bus,1139164
2022-02-01,Bus,1127084
2022-02-02,Bus,1314898
2022-02-03,Bus,1304726
2022-02-04,Bus,1176367
2022-02-05,Bus,726750
2022-02-06,Bus,558211
2022-02-07,Bus,1297024
2022-02-08,Bus,1387432
2022-02-09,Bus,1421706
2022-02-10,Bus,1423775
2022-02-11,Bus,1348189
2022-02-12,Bus,820629
2022-02-13,Bus,510307
2022-02-14,Bus,1272100
2022-02-15,Bus,1340123
2022-02-16,Bus,1406714
2022-02-17,Bus,1408571
2022-02-18,Bus,1285978
2022-02-19,Bus,723602
2022-02-20,Bus,571789
2022-02-21,Bus,873961
2022-02-22,Bus,1143526
2022-02-23,Bus,1247209
2022-02-24,Bus,1196924
2022-02-25,Bus,1027563
2022-02-26,Bus,775358
2022-02-27,Bus,604646
2022-02-28,Bus,1362855
2022-03-01,Bus,1435834
2022-03-02,Bus,1463263
2022-03-03,Bus,1434851
2022-03-04,Bus,1363159
2022-03-05,Bus,812774
2022-03-06,Bus,600501
2022-03-07,Bus,1395540
2022-03-08,Bus,1456451
2022-03-09,Bus,1338822
2022-03-10,Bus,1476288
2022-03-11,Bus,1419371
2022-03-12,Bus,637601
2022-03-13,Bus,590753
2022-03-14,Bus,1406578
2022-03-15,Bus,1454522
2022-03-16,Bus,1476356
2022-03-17,Bus,1350810
2022-03-18,Bus,1402806
2022-03-19,Bus,820933
2022-03-20,Bus,628693
2022-03-21,Bus,1418900
2022-03-22,Bus,1471299
2022-03-23,Bus,1438665
2022-03-24,Bus,1373850
2022-03-25,Bus,1397899
2022-03-26,Bus,783499
2022-03-27,Bus,628313
2022-03-28,Bus,1336330
2022-03-29,Bus,1430099
2022-03-30,Bus,1465351
2022-03-31,Bus,1450363
2022-04-01,Bus,1411421
2022-04-02,Bus,879513
2022-04-03,Bus,607152
2022-04-04,Bus,1447820
2022-04-05,Bus,1484961
2022-04-06,Bus,1403198
2022-04-07,Bus,1379678
2022-04-08,Bus,1443367
2022-04-09,Bus,868945
2022-04-10,Bus,667662
2022-04-11,Bus,1433226
2022-04-12,Bus,1496004
2022-04-13,Bus,1495891
2022-04-14,Bus,1438990
2022-04-15,Bus,1137728
2022-04-16,Bus,830874
2022-04-17,Bus,596619
2022-04-18,Bus,1145261
2022-04-19,Bus,1189960
2022-04-20,Bus,1265823
2022-04-21,Bus,1231047
2022-04-22,Bus,1217380
2022-04-23,Bus,844146
2022-04-24,Bus,648591
2022-04-25,Bus,1415638
2022-04-26,Bus,1453452
2022-04-27,Bus,1500437
2022-04-28,Bus,1468093
2022-04-29,Bus,1429909
2022-04-30,Bus,884540
2022-05-01,Bus,676070
2022-05-02,Bus,1176867
2022-05-03,Bus,1500109
2022-05-04,Bus,1465639
2022-05-05,Bus,1523580
2022-05-06,Bus,1353750
2022-05-07,Bus,706551
2022-05-08,Bus,630228
2022-05-09,Bus,1428758
2022-05-10,Bus,1504314
2022-05-11,Bus,1514922
2022-05-12,Bus,1495220
2022-05-13,Bus,1410923
2022-05-14,Bus,840921
2022-05-15,Bus,692876
2022-05-16,Bus,1396300
2022-05-17,Bus,1519740
2022-05-18,Bus,1511142
2022-05-19,Bus,1426027
2022-05-20,Bus,1396732
2022-05-21,Bus,883795
2022-05-22,Bus,683500
2022-05-23,Bus,1431781
2022-05-24,Bus,1488152
2022-05-25,Bus,1493506
2022-05-26,Bus,1464696
2022-05-27,Bus,1353398
2022-05-28,Bus,788135
2022-05-29,Bus,701173
2022-05-30,Bus,755616
2022-05-31,Bus,1426470
2022-06-01,Bus,1465383
2022-06-02,Bus,1433303
2022-06-03,Bus,1431042
2022-06-04,Bus,904623
2022-06-05,Bus,691644
2022-06-06,Bus,1411725
2022-06-07,Bus,1440940
2022-06-08,Bus,1496144
2022-06-09,Bus,1333103
2022-06-10,Bus,1435660
2022-06-11,Bus,870550
2022-06-12,Bus,626471
2022-06-13,Bus,1440429
2022-06-14,Bus,1493761
2022-06-15,Bus,1478668
2022-06-16,Bus,1397317
2022-06-17,Bus,1397243
2022-06-18,Bus,884050
2022-06-19,Bus,693231
2022-06-20,Bus,1077190
2022-06-21,Bus,1408052
2022-06-22,Bus,1361456
2022-06-23,Bus,1382605
2022-06-24,Bus,1331442
2022-06-25,Bus,888953
2022-06-26,Bus,696910
2022-06-27,Bus,1279403
2022-06-28,Bus,1328144
2022-06-29,Bus,1325530
2022-06-30,Bus,1300241
2022-07-01,Bus,1221837
2022-07-02,Bus,827668
2022-07-03,Bus,703282
2022-07-04,Bus,689986
2022-07-05,Bus,1246208
2022-07-06,Bus,1330990
2022-07-07,Bus,1333373
2022-07-08,Bus,1249434
2022-07-09,Bus,885289
2022-07-10,Bus,707984
2022-07-11,Bus,1312895
2022-07-12,Bus,1350346
2022-07-13,Bus,1365172
2022-07-14,Bus,1355975
2022-07-15,Bus,1291217
2022-07-16,Bus,859537
2022-07-17,Bus,701796
2022-07-18,Bus,1209240
2022-07-19,Bus,1372407
2022-07-20,Bus,1357383
2022-07-21,Bus,1302978
2022-07-22,Bus,1267907
2022-07-23,Bus,862976
2022-07-24,Bus,674189
2022-07-25,Bus,1220826
2022-07-26,Bus,1360570
2022-07-27,Bus,1369023
2022-07-28,Bus,1332113
2022-07-29,Bus,1260714
2022-07-30,Bus,893846
2022-07-31,Bus,693700
2022-08-01,Bus,1240007
2022-08-02,Bus,1346324
2022-08-03,Bus,1367848
2022-08-04,Bus,1323229
2022-08-05,Bus,1260961
2022-08-06,Bus,865676
2022-08-07,Bus,670866
2022-08-08,Bus,1276524
2022-08-09,Bus,1308034
2022-08-10,Bus,1347916
2022-08-11,Bus,1315101
2022-08-12,Bus,1273620
2022-08-13,Bus,878499
2022-08-14,Bus,692644
2022-08-15,Bus,1234308
2022-08-16,Bus,1288800
2022-08-17,Bus,1284966
2022-08-18,Bus,1283965
2022-08-19,Bus,1239929
2022-08-20,Bus,875371
2022-08-21,Bus,692309
2022-08-22,Bus,1144254
2022-08-23,Bus,1261782
2022-08-24,Bus,1288092
2022-08-25,Bus,1310134
2022-08-26,Bus,1217448
2022-08-27,Bus,874084
2022-08-28,Bus,681823
2022-08-29,Bus,1263000
2022-08-30,Bus,1326293
2022-08-31,Bus,1342568
2022-09-01,Bus,1338287
2022-09-02,Bus,1250956
2022-09-03,Bus,867750
2022-09-04,Bus,701646
2022-09-05,Bus,682671
2022-09-06,Bus,1231759
2022-09-07,Bus,1412342
2022-09-08,Bus,1517502
2022-09-09,Bus,1492297
2022-09-10,Bus,914744
2022-09-11,Bus,659929
2022-09-12,Bus,1519324
2022-09-13,Bus,1557686
2022-09-14,Bus,1590666
2022-09-15,Bus,1573907
2022-09-16,Bus,1501956
2022-09-17,Bus,916215
2022-09-18,Bus,712161
2022-09-19,Bus,1490926
2022-09-20,Bus,1554448
2022-09-21,Bus,1543632
2022-09-22,Bus,1433737
2022-09-23,Bus,1413234
2022-09-24,Bus,860948
2022-09-25,Bus,660871
2022-09-26,Bus,1206954
2022-09-27,Bus,1290217
2022-09-28,Bus,1541900
2022-09-29,Bus,1503472
2022-09-30,Bus,1477082
2022-10-01,Bus,758826
2022-10-02,Bus,591909
2022-10-03,Bus,1426633
2022-10-04,Bus,1354099
2022-10-05,Bus,1206674
2022-10-06,Bus,1554806
2022-10-07,Bus,1480214
2022-10-08,Bus,888506
2022-10-09,Bus,691656
2022-10-10,Bus,1034288
2022-10-11,Bus,1521587
2022-10-12,Bus,1554226
2022-10-13,Bus,1463795
2022-10-14,Bus,1468602
2022-10-15,Bus,914771
2022-10-16,Bus,705073
2022-10-17,Bus,1430672
2022-10-18,Bus,1510826
2022-10-19,Bus,1545140
2022-10-20,Bus,1532692
2022-10-21,Bus,1452280
2022-10-22,Bus,916539
2022-10-23,Bus,668183
2022-10-24,Bus,1432728
2022-10-25,Bus,1512725
2022-10-26,Bus,1539557
2022-10-27,Bus,1543031
2022-10-28,Bus,1455834
2022-10-29,Bus,912721
2022-10-30,Bus,711004
2022-10-31,Bus,1394453
2022-11-01,Bus,1501329
2022-11-02,Bus,1549724
2022-11-03,Bus,1521975
2022-11-04,Bus,1459619
2022-11-05,Bus,918127
2022-11-06,Bus,648085
2022-11-07,Bus,1478731
2022-11-08,Bus,1356894
2022-11-09,Bus,1517250
2022-11-10,Bus,1516812
2022-11-11,Bus,1077574
2022-11-12,Bus,893837
2022-11-13,Bus,662034
2022-11-14,Bus,1441705
2022-11-15,Bus,1483782
2022-11-16,Bus,1484607
2022-11-17,Bus,1493119
2022-11-18,Bus,1412974
2022-11-19,Bus,864766
2022-11-20,Bus,645986
2022-11-21,Bus,1393031
2022-11-22,Bus,1447618
2022-11-23,Bus,1358016
2022-11-24,Bus,515903
2022-11-25,Bus,842892
2022-11-26,Bus,781665
2022-11-27,Bus,562073
2022-11-28,Bus,1397963
2022-11-29,Bus,1455294
2022-11-30,Bus,1356729
2022-12-01,Bus,1459934
2022-12-02,Bus,1395642
2022-12-03,Bus,760109
2022-12-04,Bus,681713
2022-12-05,Bus,1429308
2022-12-06,Bus,1414979
2022-12-07,Bus,1442871
2022-12-08,Bus,1480877
2022-12-09,Bus,1386473
2022-12-10,Bus,869320
2022-12-11,Bus,618870
2022-12-12,Bus,1384864
2022-12-13,Bus,1437228
2022-12-14,Bus,1435020
2022-12-15,Bus,1363160
2022-12-16,Bus,1221634
2022-12-17,Bus,884283
2022-12-18,Bus,668994
2022-12-19,Bus,1352455
2022-12-20,Bus,1398728
2022-12-21,Bus,1393290
2022-12-22,Bus,1269330
2022-12-23,Bus,1057686
2022-12-24,Bus,497129
2022-12-25,Bus,321245
2022-12-26,Bus,644828
2022-12-27,Bus,1027687
2022-12-28,Bus,1088279
2022-12-29,Bus,1099513
2022-12-30,Bus,1087122
2022-12-31,Bus,651474
2023-01-01,Bus,475226
2023-01-02,Bus,739507
2023-01-03,Bus,1268913
2023-01-04,Bus,1391449
2023-01-05,Bus,1378698
2023-01-06,Bus,1319595
2023-01-07,Bus,806981
2023-01-08,Bus,628612
2023-01-09,Bus,1353638
2023-01-10,Bus,1412543
2023-01-11,Bus,1421914
2023-01-12,Bus,1364715
2023-01-13,Bus,1345748
2023-01-14,Bus,785952
2023-01-15,Bus,621041
2023-01-16,Bus,884152
2023-01-17,Bus,1399573
2023-01-18,Bus,1449590
2023-01-19,Bus,1327804
2023-01-20,Bus,1383181
2023-01-21,Bus,823236
2023-01-22,Bus,611151
2023-01-23,Bus,1281037
2023-01-24,Bus,1410676
2023-01-25,Bus,1342717
2023-01-26,Bus,1408545
2023-01-27,Bus,1341589
2023-01-28,Bus,861680
2023-01-29,Bus,647923
2023-01-30,Bus,1371537
2023-01-31,Bus,1365926
2023-02-01,Bus,1460146
2023-02-02,Bus,1478477
2023-02-03,Bus,1246821
2023-02-04,Bus,598818
2023-02-05,Bus,650623
2023-02-06,Bus,1431232
2023-02-07,Bus,1491417
2023-02-08,Bus,1513135
2023-02-09,Bus,1462622
2023-02-10,Bus,1422781
2023-02-11,Bus,865782
2023-02-12,Bus,659496
2023-02-13,Bus,1381524
2023-02-14,Bus,1480867
2023-02-15,Bus,1499155
2023-02-16,Bus,1461093
2023-02-17,Bus,1315466
2023-02-18,Bus,822505
2023-02-19,Bus,639980
2023-02-20,Bus,929439
2023-02-21,Bus,1273578
2023-02-22,Bus,1305744
2023-02-23,Bus,1328927
2023-02-24,Bus,1246797
2023-02-25,Bus,800947
2023-02-26,Bus,676041
2023-02-27,Bus,1423292
2023-02-28,Bus,1349173
2023-03-01,Bus,1511792
2023-03-02,Bus,1493623
2023-03-03,Bus,1417670
2023-03-04,Bus,870341
2023-03-05,Bus,712408
2023-03-06,Bus,1460599
2023-03-07,Bus,1490272
2023-03-08,Bus,1514182
2023-03-09,Bus,1515155
2023-03-10,Bus,1408909
2023-03-11,Bus,821990
2023-03-12,Bus,686039
2023-03-13,Bus,1377045
2023-03-14,Bus,1360497
2023-03-15,Bus,1493605
2023-03-16,Bus,1522248
2023-03-17,Bus,1408472
2023-03-18,Bus,921569
2023-03-19,Bus,661736
2023-03-20,Bus,1444823
2023-03-21,Bus,1511670
2023-03-22,Bus,1509096
2023-03-23,Bus,1466839
2023-03-24,Bus,1420346
2023-03-25,Bus,784068
2023-03-26,Bus,724870
2023-03-27,Bus,1426226
2023-03-28,Bus,1490842
2023-03-29,Bus,1521968
2023-03-30,Bus,1486845
2023-03-31,Bus,1423686
2023-04-01,Bus,842213
2023-04-02,Bus,716880
2023-04-03,Bus,1475017
2023-04-04,Bus,1519740
2023-04-05,Bus,1432322
2023-04-06,Bus,1264311
2023-04-07,Bus,1150222
2023-04-08,Bus,882727
2023-04-09,Bus,654259
2023-04-10,Bus,1236634
2023-04-11,Bus,1316710
2023-04-12,Bus,1311418
2023-04-13,Bus,1311906
2023-04-14,Bus,1294357
2023-04-15,Bus,890050
2023-04-16,Bus,728462
2023-04-17,Bus,1438043
2023-04-18,Bus,1526133
2023-04-19,Bus,1530452
2023-04-20,Bus,1520258
2023-04-21,Bus,1310737
2023-04-22,Bus,893014
2023-04-23,Bus,673668
2023-04-24,Bus,1466762
2023-04-25,Bus,1529162
2023-04-26,Bus,1531476
2023-04-27,Bus,1506783
2023-04-28,Bus,1424078
2023-04-29,Bus,715608
2023-04-30,Bus,578075
2023-05-01,Bus,1465598
2023-05-02,Bus,1498566
2023-05-03,Bus,1533714
2023-05-04,Bus,1497427
2023-05-05,Bus,1450598
2023-05-06,Bus,934630
2023-05-07,Bus,705419
2023-05-08,Bus,1460932
2023-05-09,Bus,1524892
2023-05-10,Bus,1528140
2023-05-11,Bus,1535264
2023-05-12,Bus,1436385
2023-05-13,Bus,918257
2023-05-14,Bus,690606
2023-05-15,Bus,1440741
2023-05-16,Bus,1519397
2023-05-17,Bus,1518546
2023-05-18,Bus,1492657
2023-05-19,Bus,1431269
2023-05-20,Bus,760830
2023-05-21,Bus,727850
2023-05-22,Bus,1446015
2023-05-23,Bus,1500973
2023-05-24,Bus,1499943
2023-05-25,Bus,1459601
2023-05-26,Bus,1370252
2023-05-27,Bus,848442
2023-05-28,Bus,707787
2023-05-29,Bus,758893
2023-05-30,Bus,1438285
2023-05-31,Bus,1480801
2023-06-01,Bus,1457503
2023-06-02,Bus,1399462
2023-06-03,Bus,899212
2023-06-04,Bus,714218
2023-06-05,Bus,1432156
2023-06-06,Bus,1474317
2023-06-07,Bus,1390834
2023-06-08,Bus,1216291
2023-06-09,Bus,1256670
2023-06-10,Bus,892936
2023-06-11,Bus,695200
2023-06-12,Bus,1394575
2023-06-13,Bus,1500122
2023-06-14,Bus,1434687
2023-06-15,Bus,1475300
2023-06-16,Bus,1300751
2023-06-17,Bus,872453
2023-06-18,Bus,707615
2023-06-19,Bus,1075747
2023-06-20,Bus,1434258
2023-06-21,Bus,1430476
2023-06-22,Bus,1367709
2023-06-23,Bus,1282954
2023-06-24,Bus,844674
2023-06-25,Bus,689020
2023-06-26,Bus,1314743
2023-06-27,Bus,1391914
2023-06-28,Bus,1305832
2023-06-29,Bus,1307649
2023-06-30,Bus,1248822
2023-07-01,Bus,859295
2023-07-02,Bus,668297
2023-07-03,Bus,1117930
2023-07-04,Bus,631937
2023-07-05,Bus,1296583
2023-07-06,Bus,1333630
2023-07-07,Bus,1273900
2023-07-08,Bus,867047
2023-07-09,Bus,651953
2023-07-10,Bus,1307297
2023-07-11,Bus,1381701
2023-07-12,Bus,1383484
2023-07-13,Bus,1359302
2023-07-14,Bus,1231624
2023-07-15,Bus,889709
2023-07-16,Bus,583645
2023-07-17,Bus,1310810
2023-07-18,Bus,1313665
2023-07-19,Bus,1342781
2023-07-20,Bus,1333607
2023-07-21,Bus,1211839
2023-07-22,Bus,894490
2023-07-23,Bus,723774
2023-07-24,Bus,1302964
2023-07-25,Bus,1307716
2023-07-26,Bus,1382345
2023-07-27,Bus,1313385
2023-07-28,Bus,1246295
2023-07-29,Bus,856921
2023-07-30,Bus,705279
2023-07-31,Bus,1283835
2023-08-01,Bus,1357252
2023-08-02,Bus,1359233
2023-08-03,Bus,1350472
2023-08-04,Bus,1241122
2023-08-05,Bus,879423
2023-08-06,Bus,715130
2023-08-07,Bus,1208443
2023-08-08,Bus,1339073
2023-08-09,Bus,1369095
2023-08-10,Bus,1262073
2023-08-11,Bus,1275618
2023-08-12,Bus,844749
2023-08-13,Bus,690541
2023-08-14,Bus,1246445
2023-08-15,Bus,1273782
2023-08-16,Bus,1300953
2023-08-17,Bus,1275993
2023-08-18,Bus,1208502
2023-08-19,Bus,856814
2023-08-20,Bus,689829
2023-08-21,Bus,1199440
2023-08-22,Bus,1263459
2023-08-23,Bus,1272485
2023-08-24,Bus,1201155
2023-08-25,Bus,1143010
2023-08-26,Bus,844428
2023-08-27,Bus,702984
2023-08-28,Bus,1240688
2023-08-29,Bus,1284953
2023-08-30,Bus,1267435
2023-08-31,Bus,1315113
2023-09-01,Bus,1225370
2023-09-02,Bus,842591
2023-09-03,Bus,692079
2023-09-04,Bus,686326
2023-09-05,Bus,1349438
2023-09-06,Bus,1395521
2023-09-07,Bus,1441437
2023-09-08,Bus,1365283
2023-09-09,Bus,840378
2023-09-10,Bus,626222
2023-09-11,Bus,1400268
2023-09-12,Bus,1519571
2023-09-13,Bus,1482320
