date,mode,count
2023-11-14,LIRR,235487
2023-11-15,LIRR,235718
2023-11-16,LIRR,235070
2023-11-17,LIRR,227909
2023-11-18,LIRR,124053
2023-11-19,LIRR,100792
2023-11-20,LIRR,228502
2023-11-21,LIRR,236079
2023-11-22,LIRR,254968
2023-11-23,LIRR,116969
2023-11-24,LIRR,215833
2023-11-25,LIRR,124716
2023-11-26,LIRR,101486
2023-11-27,LIRR,228127
2023-11-28,LIRR,234794
2023-11-29,LIRR,234738
2023-11-30,LIRR,236142
2023-12-01,LIRR,185151
2023-12-02,LIRR,126374
2023-12-03,LIRR,87340
2023-12-04,LIRR,223257
2023-12-05,LIRR,243329
2023-12-06,LIRR,230920
2023-12-07,LIRR,231114
2023-12-08,LIRR,225208
2023-12-09,LIRR,156237
2023-12-10,LIRR,90884
2023-12-11,LIRR,219022
2023-12-12,LIRR,236348
2023-12-13,LIRR,238451
2023-12-14,LIRR,236516
2023-12-15,LIRR,235800
2023-12-16,LIRR,149340
2023-12-17,LIRR,96415
2023-12-18,LIRR,201289
2023-12-19,LIRR,244031
2023-12-20,LIRR,236060
2023-12-21,LIRR,229252
2023-12-22,LIRR,231036
2023-12-23,LIRR,139904
2023-12-24,LIRR,92540
2023-12-25,LIRR,80587
2023-12-26,LIRR,219149
2023-12-27,LIRR,220010
2023-12-28,LIRR,218546
2023-12-29,LIRR,237781
2023-12-30,LIRR,121688
2023-12-31,LIRR,99817
2024-01-01,LIRR,82811
2024-01-02,LIRR,209680
2024-01-03,LIRR,217373
2024-01-04,LIRR,212217
2024-01-05,LIRR,199441
2024-01-06,LIRR,92741
2024-01-07,LIRR,72971
2024-01-08,LIRR,208960
2024-01-09,LIRR,213699
2024-01-10,LIRR,217461
2024-01-11,LIRR,229117
2024-01-12,LIRR,207670
2024-01-13,LIRR,101558
2024-01-14,LIRR,85521
2024-01-15,LIRR,91887
2024-01-16,LIRR,205716
2024-01-17,LIRR,217173
2024-01-18,LIRR,217911
2024-01-19,LIRR,191999
2024-01-20,LIRR,96128
2024-01-21,LIRR,78041
2024-01-22,LIRR,209302
2024-01-23,LIRR,233311
2024-01-24,LIRR,223928
2024-01-25,LIRR,223766
2024-01-26,LIRR,213749
2024-01-27,LIRR,117555
2024-01-28,LIRR,75177
2024-01-29,LIRR,214890
2024-01-30,LIRR,230931
2024-01-31,LIRR,228148
2024-02-01,LIRR,214275
2024-02-02,LIRR,200395
2024-02-03,LIRR,113576
2024-02-04,LIRR,86327
2024-02-05,LIRR,218879
2024-02-06,LIRR,233524
2024-02-07,LIRR,229426
2024-02-08,LIRR,232069
2024-02-09,LIRR,218909
2024-02-10,LIRR,118074
2024-02-11,LIRR,83832
2024-02-12,LIRR,212628
2024-02-13,LIRR,166803
2024-02-14,LIRR,230505
2024-02-15,LIRR,228885
2024-02-16,LIRR,210552
2024-02-17,LIRR,95271
2024-02-18,LIRR,89877
2024-02-19,LIRR,96569
2024-02-20,LIRR,233827
2024-02-21,LIRR,230058
2024-02-22,LIRR,225465
2024-02-23,LIRR,208527
2024-02-24,LIRR,114816
2024-02-25,LIRR,88104
2024-02-26,LIRR,217914
2024-02-27,LIRR,233207
2024-02-28,LIRR,228110
2024-02-29,LIRR,232010
2024-03-01,LIRR,181633
2024-03-02,LIRR,98266
2024-03-03,LIRR,93906
2024-03-04,LIRR,219565
2024-03-05,LIRR,236999
2024-03-06,LIRR,225080
2024-03-07,LIRR,226926
2024-03-08,LIRR,226372
2024-03-09,LIRR,113368
2024-03-10,LIRR,90567
2024-03-11,LIRR,218755
2024-03-12,LIRR,239002
2024-03-13,LIRR,237603
2024-03-14,LIRR,240124
2024-03-15,LIRR,227481
2024-03-16,LIRR,138156
2024-03-17,LIRR,103993
2024-03-18,LIRR,221451
2024-03-19,LIRR,242771
2024-03-20,LIRR,234446
2024-03-21,LIRR,228782
2024-03-22,LIRR,225175
2024-03-23,LIRR,95770
2024-03-24,LIRR,95973
2024-03-25,LIRR,224068
2024-03-26,LIRR,239790
2024-03-27,LIRR,241268
2024-03-28,LIRR,239840
2024-03-29,LIRR,241583
2024-03-30,LIRR,135355
2024-03-31,LIRR,121273
2024-04-01,LIRR,208291
2024-04-02,LIRR,234615
2024-04-03,LIRR,222764
2024-04-04,LIRR,232730
2024-04-05,LIRR,225107
2024-04-06,LIRR,128106
2024-04-07,LIRR,101624
2024-04-08,LIRR,220359
2024-04-09,LIRR,251964
2024-04-10,LIRR,235585
2024-04-11,LIRR,241215
2024-04-12,LIRR,225168
2024-04-13,LIRR,120351
2024-04-14,LIRR,103711
2024-04-15,LIRR,233386
2024-04-16,LIRR,243835
2024-04-17,LIRR,243323
2024-04-18,LIRR,230634
2024-04-19,LIRR,223518
2024-04-20,LIRR,125999
2024-04-21,LIRR,101817
2024-04-22,LIRR,229680
2024-04-23,LIRR,238274
2024-04-24,LIRR,233010
2024-04-25,LIRR,242243
2024-04-26,LIRR,229885
2024-04-27,LIRR,123192
2024-04-28,LIRR,100214
2024-04-29,LIRR,225362
2024-04-30,LIRR,240862
2024-05-01,LIRR,230682
2024-05-02,LIRR,235003
2024-05-03,LIRR,226880
2024-05-04,LIRR,123516
2024-05-05,LIRR,99491
2024-05-06,LIRR,229643
2024-05-07,LIRR,250953
2024-05-08,LIRR,244202
2024-05-09,LIRR,247959
2024-05-10,LIRR,228020
2024-05-11,LIRR,134051
2024-05-12,LIRR,114118
2024-05-13,LIRR,244216
2024-05-14,LIRR,260745
2024-05-15,LIRR,248434
2024-05-16,LIRR,243988
2024-05-17,LIRR,241980
2024-05-18,LIRR,131709
2024-05-19,LIRR,112130
2024-05-20,LIRR,236846
2024-05-21,LIRR,252506
2024-05-22,LIRR,258544
2024-05-23,LIRR,250848
2024-05-24,LIRR,250907
2024-05-25,LIRR,135961
2024-05-26,LIRR,120709
2024-05-27,LIRR,99975
2024-05-28,LIRR,257078
2024-05-29,LIRR,254749
2024-05-30,LIRR,253843
2024-05-31,LIRR,245017
2024-06-01,LIRR,128555
2024-06-02,LIRR,114504
2024-06-03,LIRR,225413
2024-06-04,LIRR,255090
2024-06-05,LIRR,264512
2024-06-06,LIRR,245631
2024-06-07,LIRR,252098
2024-06-08,LIRR,159020
2024-06-09,LIRR,132945
2024-06-10,LIRR,240121
2024-06-11,LIRR,259101
2024-06-12,LIRR,256255
2024-06-13,LIRR,254575
2024-06-14,LIRR,247019
2024-06-15,LIRR,142102
2024-06-16,LIRR,130133
2024-06-17,LIRR,242993
2024-06-18,LIRR,260538
2024-06-19,LIRR,232540
2024-06-20,LIRR,255683
2024-06-21,LIRR,244215
2024-06-22,LIRR,133102
2024-06-23,LIRR,118067
2024-06-24,LIRR,246269
2024-06-25,LIRR,271783
2024-06-26,LIRR,264126
2024-06-27,LIRR,255215
2024-06-28,LIRR,255739
2024-06-29,LIRR,138769
2024-06-30,LIRR,126526
2024-07-01,LIRR,216906
2024-07-02,LIRR,234535
2024-07-03,LIRR,237577
2024-07-04,LIRR,117030
2024-07-05,LIRR,207314
2024-07-06,LIRR,119417
2024-07-07,LIRR,120316
2024-07-08,LIRR,226613
2024-07-09,LIRR,249970
2024-07-10,LIRR,249781
2024-07-11,LIRR,246250
2024-07-12,LIRR,231084
2024-07-13,LIRR,123988
2024-07-14,LIRR,119283
2024-07-15,LIRR,233209
2024-07-16,LIRR,249559
2024-07-17,LIRR,248424
2024-07-18,LIRR,241785
2024-07-19,LIRR,243438
2024-07-20,LIRR,131910
2024-07-21,LIRR,126169
2024-07-22,LIRR,231813
2024-07-23,LIRR,247915
2024-07-24,LIRR,249158
2024-07-25,LIRR,255367
2024-07-26,LIRR,247475
2024-07-27,LIRR,138344
2024-07-28,LIRR,121226
2024-07-29,LIRR,233537
2024-07-30,LIRR,251398
2024-07-31,LIRR,248316
2024-08-01,LIRR,229131
2024-08-02,LIRR,215453
2024-08-03,LIRR,123922
2024-08-04,LIRR,108959
2024-08-05,LIRR,234345
2024-08-06,LIRR,234650
2024-08-07,LIRR,239223
2024-08-08,LIRR,230083
2024-08-09,LIRR,215973
2024-08-10,LIRR,133623
2024-08-11,LIRR,121004
2024-08-12,LIRR,231099
2024-08-13,LIRR,242459
2024-08-14,LIRR,242186
2024-08-15,LIRR,241573
2024-08-16,LIRR,235035
2024-08-17,LIRR,135948
2024-08-18,LIRR,106004
2024-08-19,LIRR,224656
2024-08-20,LIRR,250304
2024-08-21,LIRR,247076
2024-08-22,LIRR,245912
2024-08-23,LIRR,235738
2024-08-24,LIRR,146684
2024-08-25,LIRR,130885
2024-08-26,LIRR,244138
2024-08-27,LIRR,261771
2024-08-28,LIRR,257194
2024-08-29,LIRR,261935
2024-08-30,LIRR,255954
2024-08-31,LIRR,149890
2024-09-01,LIRR,120499
2024-09-02,LIRR,134118
2024-09-03,LIRR,263763
2024-09-04,LIRR,271660
2024-09-05,LIRR,262639
2024-09-06,LIRR,258126
2024-09-07,LIRR,137291
2024-09-08,LIRR,120584
2024-09-09,LIRR,247296
2024-09-10,LIRR,263027
2024-09-11,LIRR,263710
2024-09-12,LIRR,263539
2024-09-13,LIRR,254945
2024-09-14,LIRR,145099
2024-09-15,LIRR,128174
2024-09-16,LIRR,254618
2024-09-17,LIRR,268678
2024-09-18,LIRR,281624
2024-09-19,LIRR,272725
2024-09-20,LIRR,270065
2024-09-21,LIRR,160150
2024-09-22,LIRR,131192
2024-09-23,LIRR,250701
2024-09-24,LIRR,270524
2024-09-25,LIRR,267471
2024-09-26,LIRR,264141
2024-09-27,LIRR,258258
2024-09-28,LIRR,134408
2024-09-29,LIRR,117572
2024-09-30,LIRR,256547
2024-10-01,LIRR,247737
2024-10-02,LIRR,258854
2024-10-03,LIRR,246586
2024-10-04,LIRR,251723
2024-10-05,LIRR,142657
2024-10-06,LIRR,111257
2024-10-07,LIRR,250063
2024-10-08,LIRR,275934
2024-10-09,LIRR,275026
2024-10-10,LIRR,272428
2024-10-11,LIRR,257460
2024-10-12,LIRR,149093
2024-10-13,LIRR,127619
2024-10-14,LIRR,240501
2024-10-15,LIRR,270652
2024-10-16,LIRR,279608
2024-10-17,LIRR,277906
2024-10-18,LIRR,272133
2024-10-19,LIRR,156212
2024-10-20,LIRR,127452
2024-10-21,LIRR,247857
2024-10-22,LIRR,268294
2024-10-23,LIRR,257031
2024-10-24,LIRR,260193
2024-10-25,LIRR,262815
2024-10-26,LIRR,143111
2024-10-27,LIRR,120849
2024-10-28,LIRR,253923
2024-10-29,LIRR,272526
2024-10-30,LIRR,267007
2024-10-31,LIRR,257756
2024-11-01,LIRR,213535
2024-11-02,LIRR,138761
2024-11-03,LIRR,132720
2024-11-04,LIRR,243884
2024-11-05,LIRR,244078
2024-11-06,LIRR,256311
2024-11-07,LIRR,259228
2024-11-08,LIRR,245087
2024-11-09,LIRR,133329
2024-11-10,LIRR,105256
2024-11-11,LIRR,236005
2024-11-12,LIRR,264372
2024-11-13,LIRR,257349
2024-11-14,LIRR,251765
2024-11-15,LIRR,247886
2024-11-16,LIRR,137240
2024-11-17,LIRR,118405
2024-11-18,LIRR,246602
2024-11-19,LIRR,260621
2024-11-20,LIRR,261795
2024-11-21,LIRR,247779
2024-11-22,LIRR,240803
2024-11-23,LIRR,144950
2024-11-24,LIRR,115037
2024-11-25,LIRR,259180
2024-11-26,LIRR,263231
2024-11-27,LIRR,284694
2024-11-28,LIRR,115895
2024-11-29,LIRR,243219
2024-11-30,LIRR,148820
2024-12-01,LIRR,116806
2024-12-02,LIRR,240375
2024-12-03,LIRR,266544
2024-12-04,LIRR,254632
2024-12-05,LIRR,254255
2024-12-06,LIRR,242555
2024-12-07,LIRR,149946
2024-12-08,LIRR,122147
2024-12-09,LIRR,243001
2024-12-10,LIRR,265077
2024-12-11,LIRR,253052
2024-12-12,LIRR,269149
2024-12-13,LIRR,248254
2024-12-14,LIRR,161398
2024-12-15,LIRR,120386
2024-12-16,LIRR,239706
2024-12-17,LIRR,266960
2024-12-18,LIRR,266741
2024-12-19,LIRR,267033
2024-12-20,LIRR,247250
2024-12-21,LIRR,147327
2024-12-22,LIRR,121379
2024-12-23,LIRR,253495
2024-12-24,LIRR,211807
2024-12-25,LIRR,87185
2024-12-26,LIRR,240534
2024-12-27,LIRR,254609
2024-12-28,LIRR,139519
2024-12-29,LIRR,127153
2024-12-30,LIRR,248532
2024-12-31,LIRR,223942
2025-01-01,LIRR,90318
2025-01-02,LIRR,210914
2025-01-03,LIRR,203652
2025-01-04,LIRR,117004
2025-01-05,LIRR,96683
2025-01-06,LIRR,229503
2025-01-07,LIRR,245930
2025-01-08,LIRR,239444
2025-01-09,LIRR,229804
2025-01-10,LIRR,226639
2025-01-11,LIRR,121021
2025-01-12,LIRR,98780
2025-01-13,LIRR,232624
2025-01-14,LIRR,252417
2025-01-15,LIRR,237904
2025-01-16,LIRR,244145
2025-01-17,LIRR,231166
2025-01-18,LIRR,122763
2025-01-19,LIRR,87352
2025-01-20,LIRR,96444
2025-01-21,LIRR,240724
2025-01-22,LIRR,239508
2025-01-23,LIRR,242403
2025-01-24,LIRR,234056
2025-01-25,LIRR,130818
2025-01-26,LIRR,100305
2025-01-27,LIRR,239834
2025-01-28,LIRR,260461
2025-01-29,LIRR,246641
2025-01-30,LIRR,243926
2025-01-31,LIRR,225159
2025-02-01,LIRR,114523
2025-02-02,LIRR,132846
2025-02-03,LIRR,223504
2025-02-04,LIRR,259976
2025-02-05,LIRR,248050
2025-02-06,LIRR,229479
2025-02-07,LIRR,236121
2025-02-08,LIRR,113264
2025-02-09,LIRR,83513
2025-02-10,LIRR,234725
2025-02-11,LIRR,247848
2025-02-12,LIRR,235576
2025-02-13,LIRR,243915
2025-02-14,LIRR,233715
2025-02-15,LIRR,105976
2025-02-16,LIRR,93199
2025-02-17,LIRR,101826
2025-02-18,LIRR,243993
2025-02-19,LIRR,243335
2025-02-20,LIRR,241345
2025-02-21,LIRR,228844
2025-02-22,LIRR,116852
2025-02-23,LIRR,105060
2025-02-24,LIRR,234816
2025-02-25,LIRR,258241
2025-02-26,LIRR,254446
2025-02-27,LIRR,249988
2025-02-28,LIRR,241045
2025-03-01,LIRR,124608
2025-03-02,LIRR,90230
2025-03-03,LIRR,227656
2025-03-04,LIRR,257066
2025-03-05,LIRR,246143
2025-03-06,LIRR,248999
2025-03-07,LIRR,243527
2025-03-08,LIRR,124078
2025-03-09,LIRR,104989
2025-03-10,LIRR,249300
2025-03-11,LIRR,261433
2025-03-12,LIRR,259006
2025-03-13,LIRR,262786
2025-03-14,LIRR,258621
2025-03-15,LIRR,142839
2025-03-16,LIRR,113968
2025-03-17,LIRR,246824
2025-03-18,LIRR,264924
2025-03-19,LIRR,260031
2025-03-20,LIRR,261511
2025-03-21,LIRR,248037
2025-03-22,LIRR,140466
2025-03-23,LIRR,105102
2025-03-24,LIRR,242261
2025-03-25,LIRR,265289
2025-03-26,LIRR,265709
2025-03-27,LIRR,261311
2025-03-28,LIRR,246718
2025-03-29,LIRR,148404
2025-03-30,LIRR,115125
2025-03-31,LIRR,244921
2025-04-01,LIRR,257703
2025-04-02,LIRR,258088
2025-04-03,LIRR,257460
2025-04-04,LIRR,260319
2025-04-05,LIRR,128321
2025-04-06,LIRR,115809
2025-04-07,LIRR,244565
2025-04-08,LIRR,263712
2025-04-09,LIRR,262570
2025-04-10,LIRR,263157
2025-04-11,LIRR,247547
2025-04-12,LIRR,122395
2025-04-13,LIRR,108197
2025-04-14,LIRR,246154
2025-04-15,LIRR,270809
2025-04-16,LIRR,262626
2025-04-17,LIRR,275186
2025-04-18,LIRR,260413
2025-04-19,LIRR,152672
2025-04-20,LIRR,124079
2025-04-21,LIRR,258848
2025-04-22,LIRR,270985
2025-04-23,LIRR,273441
2025-04-24,LIRR,269508
2025-04-25,LIRR,256108
2025-04-26,LIRR,128572
2025-04-27,LIRR,116980
2025-04-28,LIRR,252796
2025-04-29,LIRR,275022
2025-04-30,LIRR,274421
2025-05-01,LIRR,255295
2025-05-02,LIRR,241602
2025-05-03,LIRR,133711
2025-05-04,LIRR,110229
2025-05-05,LIRR,245700
2025-05-06,LIRR,259823
2025-05-07,LIRR,265244
2025-05-08,LIRR,267298
2025-05-09,LIRR,253493
2025-05-10,LIRR,156932
2025-05-11,LIRR,137582
2025-05-12,LIRR,267260
2025-05-13,LIRR,273175
2025-05-14,LIRR,268675
2025-05-15,LIRR,269831
2025-05-16,LIRR,273352
2025-05-17,LIRR,147850
2025-05-18,LIRR,128018
2025-05-19,LIRR,261500
2025-05-20,LIRR,285050
2025-05-21,LIRR,277010
2025-05-22,LIRR,262440
2025-05-23,LIRR,276688
2025-05-24,LIRR,150831
2025-05-25,LIRR,134252
2025-05-26,LIRR,130049
2025-05-27,LIRR,281318
2025-05-28,LIRR,273219
2025-05-29,LIRR,272341
2025-05-30,LIRR,267632
2025-05-31,LIRR,145270
2025-06-01,LIRR,121796
2025-06-02,LIRR,232864
2025-06-03,LIRR,263483
2025-06-04,LIRR,282470
2025-06-05,LIRR,276354
2025-06-06,LIRR,275908
2025-06-07,LIRR,142141
2025-06-08,LIRR,135005
2025-06-09,LIRR,255303
2025-06-10,LIRR,275576
2025-06-11,LIRR,282392
2025-06-12,LIRR,282071
2025-06-13,LIRR,271326
2025-06-14,LIRR,137307
2025-06-15,LIRR,128639
2025-06-16,LIRR,259549
2025-06-17,LIRR,278874
2025-06-18,LIRR,287437
2025-06-19,LIRR,151719
2025-06-20,LIRR,275003
2025-06-21,LIRR,157226
2025-06-22,LIRR,124808
2025-06-23,LIRR,267072
2025-06-24,LIRR,274554
2025-06-25,LIRR,275835
2025-06-26,LIRR,284518
2025-06-27,LIRR,269267
2025-06-28,LIRR,140546
2025-06-29,LIRR,140810
2025-06-30,LIRR,265402
2025-07-01,LIRR,245375
2025-07-02,LIRR,267728
2025-07-03,LIRR,266204
2025-07-04,LIRR,141707
2025-07-05,LIRR,147313
2025-07-06,LIRR,146359
2025-07-07,LIRR,248037
2025-07-08,LIRR,262625
2025-07-09,LIRR,266421
2025-07-10,LIRR,263195
2025-07-11,LIRR,272902
2025-07-12,LIRR,149285
2025-07-13,LIRR,132047
2025-07-14,LIRR,257985
2025-07-15,LIRR,273821
2025-07-16,LIRR,274639
2025-07-17,LIRR,272814
2025-07-18,LIRR,278160
2025-07-19,LIRR,168171
2025-07-20,LIRR,140696
2025-07-21,LIRR,267689
2025-07-22,LIRR,295419
2025-07-23,LIRR,298419
2025-07-24,LIRR,277559
2025-07-25,LIRR,262297
2025-07-26,LIRR,159323
2025-07-27,LIRR,127073
2025-07-28,LIRR,262687
2025-07-29,LIRR,275947
2025-07-30,LIRR,272520
2025-07-31,LIRR,260275
2025-08-01,LIRR,225675
2025-08-02,LIRR,151706
2025-08-03,LIRR,131196
2025-08-04,LIRR,253148
2025-08-05,LIRR,272605
2025-08-06,LIRR,273051
2025-08-07,LIRR,265143
2025-08-08,LIRR,260507
2025-08-09,LIRR,153113
2025-08-10,LIRR,136708
2025-08-11,LIRR,254512
2025-08-12,LIRR,272560
2025-08-13,LIRR,267156
2025-08-14,LIRR,264290
2025-08-15,LIRR,258243
2025-08-16,LIRR,153433
2025-08-17,LIRR,125268
2025-08-18,LIRR,246904
2025-08-19,LIRR,269818
2025-08-20,LIRR,255602
2025-08-21,LIRR,268214
2025-08-22,LIRR,264414
2025-08-23,LIRR,166882
2025-08-24,LIRR,149695
2025-08-25,LIRR,275475
2025-08-26,LIRR,294008
2025-08-27,LIRR,294556
2025-08-28,LIRR,293877
2025-08-29,LIRR,284378
2025-08-30,LIRR,174467
2025-08-31,LIRR,152591
2025-09-01,LIRR,140632
2025-09-02,LIRR,277073
2025-09-03,LIRR,293705
2025-09-04,LIRR,289721
2025-09-05,LIRR,279193
2025-09-06,LIRR,141330
2025-09-07,LIRR,122696
2025-09-08,LIRR,266996
2025-09-09,LIRR,278353
2025-09-10,LIRR,277619
2025-09-11,LIRR,284101
2025-09-12,LIRR,280104
2025-09-13,LIRR,152575
2025-09-14,LIRR,128586
2025-09-15,LIRR,271084
2025-09-16,LIRR,286694
2025-09-17,LIRR,286428
2025-09-18,LIRR,281845
2025-09-19,LIRR,286808
2025-09-20,LIRR,162463
2025-09-21,LIRR,138648
2025-09-22,LIRR,277694
2025-09-23,LIRR,292843
2025-09-24,LIRR,301441
2025-09-25,LIRR,298380
2025-09-26,LIRR,306735
2025-09-27,LIRR,181410
2025-09-28,LIRR,149259
2025-09-29,LIRR,278761
2025-09-30,LIRR,286693
2025-10-01,LIRR,259808
2025-10-02,LIRR,257417
2025-10-03,LIRR,265055
2025-10-04,LIRR,143110
2025-10-05,LIRR,120574
2025-10-06,LIRR,261527
2025-10-07,LIRR,278786
2025-10-08,LIRR,269959
2025-10-09,LIRR,291108
2025-10-10,LIRR,285283
2025-10-11,LIRR,155564
2025-10-12,LIRR,105833
2025-10-13,LIRR,226891
2025-10-14,LIRR,280029
2025-10-15,LIRR,283734
2025-10-16,LIRR,289634
2025-10-17,LIRR,269171
2025-10-18,LIRR,154085
2025-10-19,LIRR,128355
2025-10-20,LIRR,264955
2025-10-21,LIRR,285947
2025-10-22,LIRR,275757
2025-10-23,LIRR,286021
2025-10-24,LIRR,274534
2025-10-25,LIRR,155774
2025-10-26,LIRR,126937
2025-10-27,LIRR,266942
2025-10-28,LIRR,283192
2025-10-29,LIRR,281041
2025-10-30,LIRR,267015
2025-10-31,LIRR,277129
2025-11-01,LIRR,144681
2025-11-02,LIRR,139969
2025-11-03,LIRR,255395
2025-11-04,LIRR,272769
2025-11-05,LIRR,278711
2025-11-06,LIRR,277537
2025-11-07,LIRR,271989
2025-11-08,LIRR,146648
2025-11-09,LIRR,108466
2025-11-10,LIRR,261926
2025-11-11,LIRR,261323
2025-11-12,LIRR,277019
2025-11-13,LIRR,278935
2025-11-14,LIRR,266627
2025-11-15,LIRR,147186
2025-11-16,LIRR,122244
2025-11-17,LIRR,265144
2025-11-18,LIRR,276957
2025-11-19,LIRR,285721
2025-11-20,LIRR,281238
2025-11-21,LIRR,265950
2025-11-22,LIRR,154859
2025-11-23,LIRR,124945
2025-11-24,LIRR,278824
2025-11-25,LIRR,287401
2025-11-26,LIRR,303778
2025-11-27,LIRR,136991
2025-11-28,LIRR,155678
2025-11-29,LIRR,157271
2025-11-30,LIRR,130384
2025-12-01,LIRR,249607
2025-12-02,LIRR,265911
2025-12-03,LIRR,275589
2025-12-04,LIRR,279292
2025-12-05,LIRR,257408
2025-12-06,LIRR,161891
2025-12-07,LIRR,132179
2025-12-08,LIRR,262078
2025-12-09,LIRR,280939
2025-12-10,LIRR,278314
2025-12-11,LIRR,282861
2025-12-12,LIRR,271356
2025-12-13,LIRR,183250
2025-12-14,LIRR,116119
2025-12-15,LIRR,257524
2025-12-16,LIRR,275666
2025-12-17,LIRR,286645
2025-12-18,LIRR,294530
2025-12-19,LIRR,269600
2025-12-20,LIRR,173942
2025-12-21,LIRR,152661
2025-12-22,LIRR,268354
2025-12-23,LIRR,268202
2025-12-24,LIRR,244530
2025-12-25,LIRR,96125
2025-12-26,LIRR,238777
2025-12-27,LIRR,130835
2025-12-28,LIRR,133665
2025-12-29,LIRR,257839
2025-12-30,LIRR,265344
2025-12-31,LIRR,245088
2026-01-01,LIRR,99745
2026-01-02,LIRR,192703
2026-01-03,LIRR,167213
2026-01-04,LIRR,90083
2026-01-05,LIRR,219975
2026-01-06,LIRR,245492
2026-01-07,LIRR,250828
2026-01-08,LIRR,251655
2026-01-09,LIRR,239792
2026-01-10,LIRR,114420
2026-01-11,LIRR,99745
2026-01-12,LIRR,237811
2026-01-13,LIRR,258513
2026-01-14,LIRR,259501
2026-01-15,LIRR,255079
2026-01-16,LIRR,241834
2026-01-17,LIRR,112583
2026-01-18,LIRR,83410
2026-01-19,LIRR,105820
2026-01-20,LIRR,253778
2026-01-21,LIRR,257748
2026-01-22,LIRR,265608
2026-01-23,LIRR,248622
2026-01-24,LIRR,114512
2026-01-25,LIRR,30577
2026-01-26,LIRR,53590
2026-01-27,LIRR,246235
2026-01-28,LIRR,268629
2026-01-29,LIRR,270439
2026-01-30,LIRR,245174
2026-01-31,LIRR,116643
2026-02-01,LIRR,80871
2026-02-02,LIRR,217203
2026-02-03,LIRR,263234
2026-02-04,LIRR,263388
2026-02-05,LIRR,265748
2026-02-06,LIRR,252754
2026-02-07,LIRR,102769
2026-02-08,LIRR,80029
2026-02-09,LIRR,243351
2026-02-10,LIRR,262988
2026-02-11,LIRR,268664
2026-02-12,LIRR,265892
2026-02-13,LIRR,256378
2026-02-14,LIRR,125137
2026-02-15,LIRR,112300
2026-02-16,LIRR,101152
2026-02-17,LIRR,260663
2026-02-18,LIRR,269864
2026-02-19,LIRR,273447
2026-02-20,LIRR,251262
2026-02-21,LIRR,142725
2026-02-22,LIRR,65623
2026-02-23,LIRR,0
2026-02-24,LIRR,90520
2026-02-25,LIRR,250926
2026-02-26,LIRR,272009
2026-02-27,LIRR,257875
2026-02-28,LIRR,150484
2026-03-01,LIRR,102690
2026-03-02,LIRR,228349
2026-03-03,LIRR,255481
2026-03-04,LIRR,267999
2026-03-05,LIRR,263845
2026-03-06,LIRR,252224
2026-03-07,LIRR,122719
2026-03-08,LIRR,106218
2026-03-09,LIRR,256980
2026-03-10,LIRR,286451
2026-03-11,LIRR,276278
2026-03-12,LIRR,280281
2026-03-13,LIRR,276610
2026-03-14,LIRR,152848
2026-03-15,LIRR,117786
2026-03-16,LIRR,249381
2026-03-17,LIRR,279541
2026-03-18,LIRR,281676
2026-03-19,LIRR,281063
2026-03-20,LIRR,268288
2026-03-21,LIRR,137175
2026-03-22,LIRR,123518
2026-03-23,LIRR,255362
2026-03-24,LIRR,285995
2026-03-25,LIRR,279314
2026-03-26,LIRR,304253
2026-03-27,LIRR,264326
2026-03-28,LIRR,150533
2026-03-29,LIRR,121016
2026-03-30,LIRR,270783
2026-03-31,LIRR,283190
2026-04-01,LIRR,251388
2026-04-02,LIRR,254880
2026-04-03,LIRR,257779
2026-04-04,LIRR,153371
2026-04-05,LIRR,117368
2026-04-06,LIRR,248376
2026-04-07,LIRR,271051
2026-04-08,LIRR,273134
2026-04-09,LIRR,283722
2026-04-10,LIRR,275636
2026-04-11,LIRR,162641
2026-04-12,LIRR,126689
2026-04-13,LIRR,255307
2026-04-14,LIRR,284780
2026-04-15,LIRR,280305
2026-04-16,LIRR,283310
2022-01-01,MNR,30341
2022-01-02,MNR,42587
2022-01-03,MNR,83990
2022-01-04,MNR,81978
2022-01-05,MNR,77579
2022-01-06,MNR,82567
2022-01-07,MNR,73067
2022-01-08,MNR,46428
2022-01-09,MNR,35309
2022-01-10,MNR,90220
2022-01-11,MNR,81438
2022-01-12,MNR,86050
2022-01-13,MNR,87672
2022-01-14,MNR,88634
2022-01-15,MNR,45309
2022-01-16,MNR,38025
2022-01-17,MNR,44075
2022-01-18,MNR,100364
2022-01-19,MNR,96281
2022-01-20,MNR,88196
2022-01-21,MNR,91079
2022-01-22,MNR,53737
2022-01-23,MNR,43647
2022-01-24,MNR,100520
2022-01-25,MNR,98859
2022-01-26,MNR,96253
2022-01-27,MNR,95748
2022-01-28,MNR,96409
2022-01-29,MNR,22016
2022-01-30,MNR,45002
2022-01-31,MNR,109718
2022-02-01,MNR,111424
2022-02-02,MNR,110996
2022-02-03,MNR,104093
2022-02-04,MNR,94290
2022-02-05,MNR,61496
2022-02-06,MNR,48395
2022-02-07,MNR,111297
2022-02-08,MNR,119190
2022-02-09,MNR,115341
2022-02-10,MNR,115707
2022-02-11,MNR,110674
2022-02-12,MNR,71813
2022-02-13,MNR,46395
2022-02-14,MNR,113260
2022-02-15,MNR,119034
2022-02-16,MNR,115325
2022-02-17,MNR,115718
2022-02-18,MNR,112030
2022-02-19,MNR,66545
2022-02-20,MNR,54863
