mode,real_pre,real_post,real_pct_change,real_ci_lo,real_ci_hi,placebo_pre,placebo_post,placebo_pct_change,placebo_ci_lo,placebo_ci_hi,did,did_ci_lo,did_ci_hi,absolute_change_per_day
Bus,1113373.519650655,1178442.0620842571,5.896060550058652,2.1386901459713625,9.746433379630409,1165862.4630136986,1117144.4890710383,-4.153696001275737,-7.702002800999687,-0.48173696412929934,10.012233166988423,4.797941585184382,15.225117249045141,65068.54243360204
Subway,3261731.253275109,3507002.753880266,7.561623628269604,4.100862784473307,11.019017769773342,3151279.7479452053,3262846.5928961746,3.6040989964303978,-0.012223480965280979,7.40426239211263,3.87011193900764,-1.3396710400283944,8.624926515209522,245271.5006051571
LIRR,202043.90611353712,220056.63414634147,8.955267878731172,4.788694292447449,12.95794133928526,177760.47397260275,204504.5355191257,15.097087157745264,10.105899832657764,20.148748266821286,-6.1258014293126966,-12.567314448232688,0.1563129234087818,18012.728032804356
Metro-North,177396.19213973798,187411.9600886918,5.671398600565724,1.535274858642179,9.712287630692163,159018.5780821918,178336.64207650273,12.125296205156326,7.303661953197017,17.07081779038041,-6.582745055035524,-13.276548194659092,-0.5308948492673506,10015.767948953813
Staten Is. Rwy,5754.144104803493,5698.8137472283815,-0.9690330396625986,-6.132602144192543,4.553337156179414,5430.838356164383,5773.79781420765,6.351058319286732,0.1699917041367194,12.972628542544399,-7.119987306729049,-15.380704836849455,1.40906971567309,-55.33035757511152
